application_id,age,income,employment_length,loan_amount,loan_purpose,debt_to_income,credit_history_length,num_credit_lines,utilization_rate,home_ownership,num_delinquencies,default
APP0000026,44,36971,24,16431,vacation,0.262,2,6,23.5,RENT,0,0
APP0000027,24,74282,0,44138,car,0.377,2,2,32.0,RENT,3,1
APP0000028,27,44641,6,26212,medical,0.143,4,3,6.5,RENT,0,0
APP0000029,44,117221,1,55369,home_improvement,0.363,23,6,8.7,MORTGAGE,0,0
APP0000030,31,31484,2,37992,car,0.291,3,2,5.3,MORTGAGE,1,1
APP0000031,33,51078,5,18282,car,0.223,6,7,11.6,MORTGAGE,1,0
APP0000032,21,56362,0,15002,wedding,0.235,1,4,52.7,MORTGAGE,2,0
APP0000033,47,140331,26,41290,other,0.069,3,5,15.0,MORTGAGE,0,0
APP0000034,49,98902,30,72329,vacation,0.37,18,10,12.8,MORTGAGE,0,0
APP0000035,43,49063,13,10998,home_improvement,0.174,3,5,13.3,RENT,0,0
APP0000036,32,54665,10,20490,wedding,0.167,2,2,11.5,RENT,0,0
APP0000037,40,38119,18,6149,home_improvement,0.154,16,5,64.8,RENT,1,0
APP0000038,52,20329,2,12082,wedding,0.421,23,16,37.6,RENT,0,0
APP0000039,51,113375,21,60487,vacation,0.333,23,11,1.9,MORTGAGE,1,0
APP0000040,57,126850,6,17761,wedding,0.141,9,5,19.7,MORTGAGE,2,1
APP0000041,50,25482,14,5678,major_purchase,0.18,19,11,17.5,MORTGAGE,0,0
APP0000042,53,101717,5,17773,home_improvement,0.191,7,5,30.8,OWN,0,0
APP0000043,37,86202,12,60916,car,0.223,1,6,3.6,RENT,1,0
APP0000044,52,42843,28,12631,major_purchase,0.27,15,9,17.5,MORTGAGE,0,0
APP0000045,46,66994,12,68599,car,0.323,1,3,37.4,OWN,1,1
APP0000046,68,66334,34,18619,home_improvement,0.284,49,20,39.7,MORTGAGE,1,0
APP0000047,21,30757,2,10319,vacation,0.111,1,3,33.2,RENT,1,0
APP0000048,24,35278,0,6976,other,0.22,4,8,22.4,RENT,0,1
APP0000049,26,53484,1,29037,medical,0.202,3,1,21.5,RENT,0,0
APP0000050,29,42520,9,15403,vacation,0.322,5,2,34.8,RENT,0,0
APP0000051,53,63113,10,8830,other,0.087,31,14,37.3,RENT,1,0
APP0000052,35,30142,7,14448,medical,0.273,13,4,69.2,RENT,0,0
APP0000053,48,43508,10,9623,home_improvement,0.081,12,12,38.9,MORTGAGE,0,0
APP0000054,39,137292,17,29804,wedding,0.174,14,5,35.5,MORTGAGE,0,0
APP0000055,54,74808,2,29147,other,0.111,13,3,18.6,RENT,0,0
APP0000056,36,49839,14,21952,medical,0.18,0,4,11.3,OWN,1,0
APP0000057,21,35340,2,10467,home_improvement,0.289,1,5,31.3,RENT,0,0
APP0000058,50,39583,2,25724,medical,0.311,4,1,14.2,RENT,2,0
APP0000059,45,29328,0,14727,medical,0.267,24,6,10.7,RENT,0,0
APP0000060,31,38037,10,13938,medical,0.087,4,4,18.1,RENT,0,0
APP0000061,41,41071,5,13605,debt_consolidation,0.157,4,5,42.5,MORTGAGE,0,0
APP0000062,39,54120,15,7137,home_improvement,0.192,12,12,46.8,RENT,0,0
APP0000063,53,84771,8,57292,car,0.239,2,6,6.0,MORTGAGE,1,0
APP0000064,39,50847,1,6899,other,0.259,13,7,41.7,MORTGAGE,0,0
APP0000065,36,81021,6,19283,other,0.1,0,2,57.5,RENT,2,0
APP0000066,56,41656,35,28139,major_purchase,0.292,9,6,20.7,MORTGAGE,1,0
APP0000067,21,20000,0,6529,vacation,0.17,0,1,48.4,RENT,1,1
APP0000068,58,39241,4,16983,car,0.119,26,12,39.0,MORTGAGE,0,0
APP0000069,21,29783,0,9590,vacation,0.137,2,6,18.5,MORTGAGE,0,1
APP0000070,34,43576,12,15692,car,0.308,1,2,45.7,OWN,0,0
APP0000071,21,53791,2,31114,vacation,0.304,1,1,43.4,MORTGAGE,0,0
APP0000072,31,82797,2,35705,car,0.183,8,5,41.1,OWN,0,0
APP0000073,35,58083,8,12103,wedding,0.156,8,3,21.2,OWN,0,0
APP0000074,58,33769,34,6164,car,0.169,6,5,33.5,RENT,3,0
APP0000075,32,55684,4,8994,other,0.224,3,2,9.8,RENT,0,0
APP0000076,30,128257,0,37902,medical,0.166,9,7,17.5,RENT,0,0
APP0000077,44,35721,14,20642,home_improvement,0.234,18,7,7.2,OWN,0,0
APP0000078,28,41953,7,5278,major_purchase,0.048,1,5,37.1,OWN,1,0
APP0000079,34,44854,14,9022,home_improvement,0.283,1,5,24.8,RENT,0,0
APP0000080,43,83060,10,22445,major_purchase,0.12,4,7,37.5,MORTGAGE,0,0
APP0000081,21,106793,1,56148,medical,0.187,1,2,54.6,RENT,2,0
APP0000082,21,97516,0,22200,vacation,0.349,1,1,4.5,RENT,1,0
APP0000083,29,43741,2,10251,debt_consolidation,0.125,0,3,22.7,RENT,1,0
APP0000084,25,123877,3,39875,debt_consolidation,0.082,3,4,38.2,RENT,0,0
APP0000085,35,84958,6,27083,other,0.197,6,6,43.8,MORTGAGE,2,0
APP0000086,51,53931,5,16730,home_improvement,0.239,8,2,1.3,MORTGAGE,2,1
APP0000087,30,33857,0,9356,wedding,0.214,2,4,45.4,RENT,1,0
APP0000088,37,36272,0,7947,other,0.249,9,8,46.7,RENT,0,0
APP0000089,26,38607,4,5427,major_purchase,0.213,0,4,22.4,RENT,0,0
APP0000090,49,43522,3,11044,vacation,0.142,4,6,11.7,OWN,2,0
APP0000091,47,70891,22,28120,home_improvement,0.26,15,10,22.4,MORTGAGE,1,0
APP0000092,36,20000,2,11026,medical,0.362,11,5,29.1,OWN,1,1
APP0000093,52,38004,19,12472,major_purchase,0.22,0,5,29.1,MORTGAGE,0,1
APP0000094,21,23044,1,9856,wedding,0.178,0,3,19.3,RENT,2,0
APP0000095,41,75591,18,29533,car,0.194,14,4,77.7,MORTGAGE,0,0
APP0000096,46,42871,11,7344,debt_consolidation,0.174,2,4,43.1,OWN,0,0
APP0000097,33,32669,5,9620,other,0.302,11,8,33.0,RENT,0,0
APP0000098,41,65695,0,19526,other,0.316,6,6,12.7,OWN,0,0
APP0000099,21,25850,1,10342,debt_consolidation,0.208,2,3,46.4,RENT,0,1
APP0000100,44,53626,8,11844,vacation,0.2,9,2,34.7,RENT,0,0
APP0000101,29,46451,4,23956,major_purchase,0.312,4,4,17.5,RENT,2,0
APP0000102,21,33275,1,19220,car,0.361,2,4,12.6,OWN,1,0
APP0000103,29,108720,3,40022,wedding,0.216,0,2,57.1,MORTGAGE,0,1
APP0000104,33,90436,11,101203,car,0.243,4,4,10.4,MORTGAGE,0,1
APP0000105,32,27915,11,22295,major_purchase,0.321,10,6,9.5,RENT,0,0
APP0000106,21,83304,2,23481,vacation,0.091,1,2,12.2,RENT,1,0
APP0000107,37,155515,18,31360,home_improvement,0.2,17,10,17.1,MORTGAGE,0,0
APP0000108,51,46598,23,18085,medical,0.225,29,20,13.6,MORTGAGE,0,0
APP0000109,47,129140,13,43102,car,0.307,3,2,35.7,RENT,0,0
APP0000110,34,89324,6,56199,vacation,0.202,13,2,40.7,MORTGAGE,0,0
APP0000111,42,85867,19,45120,home_improvement,0.192,20,9,18.4,RENT,0,0
APP0000112,40,33298,1,8119,debt_consolidation,0.159,11,8,36.4,OWN,0,0
APP0000113,28,68695,9,10149,debt_consolidation,0.089,0,4,62.6,RENT,2,0
APP0000114,51,80957,22,10155,debt_consolidation,0.177,8,6,30.7,OWN,1,0
APP0000115,26,67404,1,35010,debt_consolidation,0.173,3,4,29.7,RENT,1,0
APP0000116,23,23064,2,3107,wedding,0.127,4,3,26.7,MORTGAGE,1,0
APP0000117,28,146206,5,26184,vacation,0.14,8,8,28.7,RENT,0,0
APP0000118,24,44893,1,10160,other,0.252,5,4,46.5,MORTGAGE,3,0
APP0000119,34,119905,8,69491,vacation,0.294,15,9,16.5,MORTGAGE,0,0
APP0000120,54,106751,19,183913,wedding,0.399,23,13,32.5,RENT,0,0
APP0000121,40,40032,19,16926,major_purchase,0.101,20,7,43.1,MORTGAGE,0,0
APP0000122,55,45024,22,7906,wedding,0.091,19,7,19.7,RENT,1,0
APP0000123,58,193727,5,101086,car,0.144,36,16,43.4,MORTGAGE,0,0
APP0000124,32,41669,10,9713,debt_consolidation,0.299,5,4,6.3,OWN,0,0
APP0000125,49,90834,5,43547,other,0.201,16,14,6.8,MORTGAGE,1,1
APP0000126,33,61505,13,20261,other,0.307,9,7,7.2,OWN,0,0
APP0000127,50,112320,18,15797,other,0.078,18,4,20.4,OWN,0,0
APP0000128,39,54762,19,16700,major_purchase,0.106,6,4,19.6,OWN,0,0
APP0000129,30,62572,2,20597,major_purchase,0.253,1,4,61.8,RENT,0,0
APP0000130,61,42267,5,17096,debt_consolidation,0.303,40,15,34.8,MORTGAGE,0,0
APP0000131,31,91166,9,22735,other,0.091,5,2,19.7,RENT,0,0
APP0000132,52,101226,22,12858,other,0.269,31,18,29.5,OWN,0,0
APP0000133,48,93115,13,40070,medical,0.416,7,5,36.6,OWN,0,0
APP0000134,33,106433,14,67182,medical,0.23,5,5,53.8,MORTGAGE,0,0
APP0000135,49,63889,22,31688,debt_consolidation,0.208,24,9,8.5,MORTGAGE,0,0
APP0000136,41,20000,4,5369,vacation,0.061,9,4,41.8,MORTGAGE,0,1
APP0000137,42,49836,9,10543,home_improvement,0.161,14,5,41.2,OWN,0,0
APP0000138,30,30269,5,5519,debt_consolidation,0.225,0,2,12.3,RENT,1,0
APP0000139,40,35827,20,11481,major_purchase,0.149,10,2,38.7,RENT,1,0
APP0000140,34,53153,13,17227,car,0.245,13,3,31.8,RENT,0,0
APP0000141,21,34251,2,29512,home_improvement,0.318,2,5,11.6,MORTGAGE,1,0
APP0000142,54,33718,16,12086,vacation,0.158,34,15,13.2,RENT,0,0
APP0000143,50,139164,15,40500,vacation,0.2,7,9,13.7,OWN,0,0
APP0000144,25,69605,3,17681,major_purchase,0.215,6,6,7.8,MORTGAGE,0,0
APP0000145,34,137936,1,56942,vacation,0.157,1,9,33.2,OWN,0,0
APP0000146,54,81266,31,16027,medical,0.157,14,4,18.0,OWN,0,0
APP0000147,40,98616,19,27305,major_purchase,0.33,5,3,29.3,RENT,0,0
APP0000148,21,38738,1,13124,vacation,0.243,1,3,37.3,OWN,1,0
APP0000149,49,48156,7,19723,major_purchase,0.193,28,11,36.0,MORTGAGE,0,0
APP0000150,48,134703,24,33154,wedding,0.325,7,5,34.2,RENT,0,0
APP0000151,37,23440,7,7699,wedding,0.158,10,4,23.3,RENT,0,0
APP0000152,48,127682,29,82965,medical,0.256,4,4,29.0,MORTGAGE,0,0
APP0000153,31,63270,6,16550,medical,0.279,12,11,2.3,MORTGAGE,2,0
APP0000154,27,80884,5,13965,wedding,0.211,7,3,13.6,RENT,0,0
APP0000155,52,64519,19,25799,wedding,0.188,21,8,5.8,MORTGAGE,0,0
APP0000156,31,104030,1,21157,major_purchase,0.159,12,6,17.8,OWN,0,0
APP0000157,35,43058,10,24692,major_purchase,0.248,6,5,44.2,MORTGAGE,1,0
APP0000158,24,63766,3,38329,other,0.248,1,5,60.4,RENT,3,0
APP0000159,28,39948,3,13912,home_improvement,0.424,5,1,17.7,OWN,1,1
APP0000160,31,33604,2,16776,home_improvement,0.256,9,10,33.9,OWN,0,0
APP0000161,22,25978,0,11976,car,0.211,1,7,24.6,RENT,1,1
APP0000162,40,64399,7,20612,vacation,0.154,18,9,21.7,MORTGAGE,1,0
APP0000163,21,36863,0,12638,medical,0.288,0,3,48.6,RENT,0,0
APP0000164,42,152602,14,47559,other,0.154,4,4,21.9,RENT,0,0
APP0000165,24,38458,3,8815,wedding,0.129,4,4,25.9,RENT,0,0
APP0000166,54,121218,34,40879,other,0.191,29,14,8.3,MORTGAGE,0,0
APP0000167,51,25696,9,22955,car,0.2,19,12,41.4,RENT,0,0
APP0000168,21,88418,1,15468,other,0.109,0,5,28.3,MORTGAGE,0,0
APP0000169,37,52507,11,19346,wedding,0.115,12,2,15.3,RENT,0,0
APP0000170,36,34753,14,24218,vacation,0.355,11,9,21.9,MORTGAGE,0,0
APP0000171,35,70115,3,11885,home_improvement,0.154,14,9,6.5,OWN,0,0
APP0000172,56,101407,31,19728,major_purchase,0.226,15,4,39.0,MORTGAGE,0,0
APP0000173,48,75555,11,44977,home_improvement,0.254,2,6,12.2,MORTGAGE,0,0
APP0000174,41,34491,8,3433,medical,0.308,9,2,13.9,MORTGAGE,0,1
APP0000175,46,20686,4,5720,vacation,0.103,17,14,21.7,RENT,0,1
APP0000176,41,38883,19,7985,vacation,0.254,22,3,46.4,RENT,1,0
APP0000177,31,26512,0,2981,other,0.13,3,1,16.3,RENT,0,0
APP0000178,21,52443,0,22667,home_improvement,0.329,0,3,8.1,RENT,0,0
APP0000179,51,193906,19,33501,car,0.214,18,7,31.0,MORTGAGE,0,0
APP0000180,51,89161,3,25914,car,0.227,10,8,51.6,MORTGAGE,0,0
APP0000181,21,23895,2,14807,debt_consolidation,0.439,0,2,31.1,RENT,2,0
APP0000182,33,36037,7,11755,vacation,0.149,12,6,15.5,RENT,0,0
APP0000183,51,75498,17,63027,car,0.232,25,20,35.3,MORTGAGE,0,0
APP0000184,35,27379,5,7982,debt_consolidation,0.252,4,4,48.1,RENT,1,1
APP0000185,39,60101,9,16846,wedding,0.336,20,6,21.6,RENT,0,0
APP0000186,23,34752,4,3933,car,0.162,0,6,36.1,OWN,2,1
APP0000187,49,21211,17,6724,vacation,0.289,26,12,1.3,RENT,1,1
APP0000188,21,29490,2,21312,medical,0.265,2,6,30.3,MORTGAGE,1,0
APP0000189,43,73367,16,13342,wedding,0.173,4,4,28.6,OWN,0,0
APP0000190,23,25771,4,11059,car,0.226,0,2,19.8,RENT,2,0
APP0000191,24,47669,4,19699,car,0.272,5,4,5.0,RENT,0,0
APP0000192,37,28040,16,6333,major_purchase,0.404,10,7,34.0,MORTGAGE,0,1
APP0000193,21,49327,0,25197,wedding,0.326,0,4,23.7,OWN,0,0
APP0000194,46,39287,9,13017,medical,0.136,12,4,13.5,RENT,0,0
APP0000195,52,94309,27,36043,vacation,0.28,5,3,5.3,MORTGAGE,0,0
APP0000196,42,34962,7,7288,medical,0.15,17,13,29.2,MORTGAGE,0,0
APP0000197,28,55188,5,34377,wedding,0.138,3,6,39.4,MORTGAGE,0,0
APP0000198,36,100053,16,25796,home_improvement,0.213,17,9,55.2,OWN,0,0
APP0000199,29,47791,10,26383,car,0.33,5,9,26.1,RENT,0,0
APP0000200,46,41493,5,11367,medical,0.154,26,5,46.2,RENT,1,1
APP0000201,47,39793,23,14125,wedding,0.243,23,11,12.4,MORTGAGE,0,0
APP0000202,45,45235,23,6993,debt_consolidation,0.076,26,8,39.4,OWN,0,0
APP0000203,53,36715,16,7405,car,0.045,13,6,39.3,MORTGAGE,0,0
APP0000204,38,27665,13,5726,car,0.15,15,8,7.4,MORTGAGE,0,0
APP0000205,66,57916,15,24922,major_purchase,0.169,13,17,35.7,RENT,1,0
APP0000206,39,106837,0,28087,car,0.194,10,4,14.4,MORTGAGE,0,0
APP0000207,26,73870,1,22168,medical,0.208,6,4,8.0,RENT,0,0
APP0000208,39,52024,13,26966,other,0.417,16,14,42.2,OWN,0,0
APP0000209,33,46784,13,10324,car,0.153,6,2,38.1,MORTGAGE,0,1
APP0000210,46,86418,15,44808,medical,0.208,27,18,11.8,RENT,1,0
APP0000211,30,20000,2,5069,vacation,0.194,5,3,7.6,MORTGAGE,2,0
APP0000212,21,63164,1,13321,medical,0.253,1,3,28.5,OWN,1,1
APP0000213,42,41940,5,18928,home_improvement,0.299,7,2,33.1,MORTGAGE,0,0
APP0000214,53,78766,23,55414,major_purchase,0.254,22,7,24.3,OWN,0,0
APP0000215,52,55965,26,12960,car,0.118,9,4,30.8,RENT,1,0
APP0000216,60,61868,32,27220,medical,0.216,12,9,40.2,OWN,1,0
APP0000217,51,63996,11,28273,vacation,0.355,1,1,46.3,RENT,0,0
APP0000218,39,61432,2,17488,other,0.173,14,5,44.8,OWN,1,0
APP0000219,21,50508,1,20407,medical,0.176,2,5,22.8,RENT,2,1
APP0000220,30,31128,1,7120,other,0.174,3,7,6.9,MORTGAGE,0,0
APP0000221,41,32881,5,11212,medical,0.218,22,7,29.1,RENT,0,0
APP0000222,41,84451,17,40361,medical,0.321,22,6,38.6,RENT,0,0
APP0000223,21,43428,0,10099,medical,0.23,2,5,19.2,RENT,1,1
APP0000224,52,161735,9,28131,vacation,0.085,30,10,32.6,MORTGAGE,0,0
APP0000225,39,139075,5,63160,vacation,0.273,18,10,15.6,RENT,0,0
APP0000226,40,26349,13,9442,wedding,0.342,4,6,32.6,RENT,0,1
APP0000227,46,60949,15,8336,wedding,0.234,13,8,7.3,MORTGAGE,2,0
APP0000228,41,20965,21,13464,major_purchase,0.221,22,6,26.0,RENT,1,1
APP0000229,45,46793,5,8017,car,0.092,12,6,35.1,RENT,0,1
APP0000230,24,49237,5,11180,major_purchase,0.153,3,5,36.6,RENT,2,1
APP0000231,31,121538,3,31111,major_purchase,0.157,6,7,44.8,RENT,0,0
APP0000232,32,56631,8,40116,home_improvement,0.153,11,8,37.3,RENT,0,0
APP0000233,40,62038,1,20325,wedding,0.194,1,2,13.1,MORTGAGE,0,0
APP0000234,46,62966,21,24101,vacation,0.271,25,8,33.2,MORTGAGE,0,0
APP0000235,27,91269,8,35697,other,0.117,1,5,22.8,OWN,0,0
APP0000236,21,20000,0,7906,wedding,0.274,1,6,8.1,RENT,2,0
APP0000237,52,83072,21,40943,medical,0.126,6,3,38.3,MORTGAGE,0,0
APP0000238,41,79284,8,40559,major_purchase,0.245,13,6,4.4,RENT,2,1
APP0000239,37,30214,13,6183,medical,0.148,10,4,24.8,RENT,0,0
APP0000240,26,25177,6,10494,debt_consolidation,0.258,6,4,34.1,RENT,1,0
APP0000241,30,31519,2,6039,debt_consolidation,0.215,5,5,29.9,RENT,0,0
APP0000242,46,43123,18,15884,car,0.236,8,10,26.6,RENT,0,0
APP0000243,48,55449,5,11434,car,0.163,12,3,30.7,MORTGAGE,2,1
APP0000244,30,44320,11,16275,home_improvement,0.165,2,2,18.8,OWN,0,0
APP0000245,47,47525,4,22472,medical,0.142,6,3,13.9,MORTGAGE,0,0
APP0000246,29,36472,7,10851,home_improvement,0.13,1,5,30.2,MORTGAGE,0,0
APP0000247,33,36563,0,28385,home_improvement,0.289,9,4,24.2,RENT,1,0
APP0000248,36,27369,5,6984,other,0.123,13,7,6.4,RENT,2,0
APP0000249,57,117320,17,31983,home_improvement,0.197,38,20,50.2,MORTGAGE,0,0
APP0000250,30,23068,9,5432,car,0.243,8,4,20.0,MORTGAGE,2,1
APP0000251,21,35719,0,12809,medical,0.281,0,4,23.2,RENT,1,0
APP0000252,48,35749,26,7469,other,0.216,2,2,33.5,RENT,0,0
APP0000253,53,40271,21,21046,other,0.172,12,4,26.3,MORTGAGE,0,0
APP0000254,31,60219,12,23159,debt_consolidation,0.15,11,7,21.9,MORTGAGE,0,0
APP0000255,26,171078,4,54976,vacation,0.263,6,3,32.6,RENT,0,1
APP0000256,40,71887,7,23619,car,0.287,11,5,4.9,MORTGAGE,0,0
APP0000257,33,65145,5,18940,other,0.317,6,5,14.7,MORTGAGE,0,0
APP0000258,41,27863,2,8681,major_purchase,0.223,10,7,37.1,MORTGAGE,0,0
APP0000259,31,61617,1,50761,wedding,0.305,6,1,46.0,RENT,0,0
APP0000260,63,20000,34,2969,other,0.136,36,15,29.6,RENT,0,0
APP0000261,29,82713,5,36096,home_improvement,0.247,10,7,16.8,RENT,1,0
APP0000262,23,41369,1,9228,major_purchase,0.163,0,4,20.5,MORTGAGE,2,0
APP0000263,57,67382,17,34976,vacation,0.113,24,12,10.2,RENT,0,0
APP0000264,43,91403,11,28438,vacation,0.102,21,17,33.8,OWN,0,0
APP0000265,56,56018,37,22289,debt_consolidation,0.328,7,6,7.4,OWN,0,0
APP0000266,33,28636,10,6765,medical,0.119,11,6,29.4,MORTGAGE,0,0
APP0000267,38,63871,6,17024,wedding,0.143,11,1,13.2,MORTGAGE,0,0
APP0000268,46,75822,8,16136,major_purchase,0.092,22,10,22.8,OWN,0,0
APP0000269,61,22510,26,10804,home_improvement,0.213,7,6,16.6,MORTGAGE,1,0
APP0000270,21,75048,0,9751,vacation,0.216,1,4,5.6,MORTGAGE,0,1
APP0000271,49,194356,10,39737,major_purchase,0.149,21,10,27.8,MORTGAGE,0,0
APP0000272,52,83730,11,37251,car,0.302,20,10,59.4,OWN,0,0
APP0000273,34,53052,11,21298,car,0.209,2,5,30.1,RENT,1,0
APP0000274,30,43449,7,7237,medical,0.376,4,3,22.5,MORTGAGE,1,0
APP0000275,50,112380,5,37905,car,0.196,17,6,55.9,MORTGAGE,0,0
APP0000276,27,108738,3,39201,home_improvement,0.269,0,2,4.3,RENT,0,0
APP0000277,26,81885,4,27185,home_improvement,0.245,2,3,18.6,RENT,0,0
APP0000278,35,65839,12,14821,medical,0.11,4,1,11.4,RENT,0,0
APP0000279,25,39949,3,5643,car,0.286,3,4,57.2,RENT,2,0
APP0000280,47,73924,6,41485,vacation,0.217,14,6,26.8,RENT,0,0
APP0000281,52,68793,15,13943,other,0.252,23,7,65.6,RENT,0,0
APP0000282,23,94986,1,40363,debt_consolidation,0.205,1,4,48.3,MORTGAGE,0,0
APP0000283,26,44852,7,14553,car,0.128,0,3,4.2,RENT,0,0
APP0000284,51,67525,9,16414,car,0.181,0,5,56.4,MORTGAGE,0,0
APP0000285,37,68245,3,23282,home_improvement,0.295,15,6,32.2,MORTGAGE,1,0
APP0000286,53,66020,19,9622,car,0.233,0,2,23.6,MORTGAGE,0,0
APP0000287,44,55171,4,21668,other,0.116,0,5,54.3,OWN,2,0
APP0000288,27,44332,4,8358,wedding,0.224,3,7,17.9,OWN,0,0
APP0000289,21,54990,0,12678,major_purchase,0.114,0,4,4.6,RENT,3,1
APP0000290,28,48959,8,29709,vacation,0.295,2,4,43.4,MORTGAGE,0,0
APP0000291,37,99242,11,34572,other,0.15,4,3,27.5,RENT,0,0
APP0000292,45,54455,18,37031,major_purchase,0.46,23,12,15.4,MORTGAGE,0,0
APP0000293,58,40193,29,9861,debt_consolidation,0.098,32,17,43.0,MORTGAGE,1,0
APP0000294,28,36842,8,27174,debt_consolidation,0.288,7,1,21.0,RENT,0,0
APP0000295,21,21324,2,3621,car,0.135,0,2,9.4,MORTGAGE,2,1
APP0000296,25,41075,0,13823,debt_consolidation,0.177,1,6,16.1,MORTGAGE,3,1
APP0000297,41,33713,0,7747,home_improvement,0.195,1,7,25.9,RENT,3,1
APP0000298,35,54609,14,29265,medical,0.244,12,5,25.3,RENT,2,1
APP0000299,34,49643,8,8150,major_purchase,0.107,9,6,6.9,MORTGAGE,0,0
APP0000300,35,45812,10,14671,major_purchase,0.16,6,4,25.9,RENT,0,0
APP0000301,49,51811,13,13408,home_improvement,0.263,18,9,56.6,RENT,2,0
APP0000302,21,29011,0,6346,medical,0.222,0,2,5.6,MORTGAGE,0,0
APP0000303,26,41732,1,9578,medical,0.115,5,3,11.2,MORTGAGE,0,0
APP0000304,25,47683,3,23107,home_improvement,0.172,4,6,41.8,MORTGAGE,2,0
APP0000305,39,33288,4,5135,wedding,0.231,5,3,36.9,RENT,0,0
APP0000306,31,44276,9,10034,debt_consolidation,0.142,4,2,1.7,OWN,0,0
APP0000307,39,54347,0,7122,vacation,0.142,11,4,2.7,RENT,0,0
APP0000308,48,37764,23,11532,other,0.128,23,11,20.2,OWN,1,0
APP0000309,37,40800,15,8576,other,0.268,3,4,55.6,OWN,0,0
APP0000310,38,20000,18,8092,wedding,0.254,6,2,21.6,MORTGAGE,1,0
APP0000311,34,59680,9,13694,medical,0.28,5,4,61.6,RENT,0,0
APP0000312,27,32035,4,17758,car,0.158,3,4,24.9,MORTGAGE,2,1
APP0000313,34,113140,1,40354,major_purchase,0.278,10,10,27.0,MORTGAGE,0,0
APP0000314,48,61438,13,13152,car,0.367,0,2,69.3,OWN,3,0
APP0000315,27,64986,1,14743,debt_consolidation,0.248,7,9,8.1,MORTGAGE,0,0
APP0000316,36,231008,17,68988,medical,0.203,13,8,36.5,MORTGAGE,2,1
APP0000317,46,45559,2,19258,medical,0.098,22,13,41.2,MORTGAGE,0,0
APP0000318,23,77086,2,66555,major_purchase,0.237,0,2,57.9,RENT,0,0
APP0000319,34,73589,8,38254,medical,0.203,6,4,10.5,MORTGAGE,0,0
APP0000320,27,54961,0,12293,debt_consolidation,0.143,7,4,31.2,RENT,1,0
APP0000321,53,69144,0,17881,medical,0.304,16,7,59.0,MORTGAGE,1,0
APP0000322,26,158016,7,61929,medical,0.204,2,3,39.3,RENT,0,1
APP0000323,38,43347,7,5562,medical,0.156,3,2,21.2,RENT,2,1
APP0000324,43,70596,7,14790,home_improvement,0.289,5,4,27.9,RENT,1,0
APP0000325,26,20000,3,15351,car,0.285,3,1,48.9,RENT,0,0
APP0000326,62,99520,31,30182,vacation,0.159,21,8,48.5,MORTGAGE,0,0
APP0000327,62,55487,18,23914,debt_consolidation,0.346,32,12,22.0,RENT,0,1
APP0000328,33,66731,1,23996,other,0.084,6,7,14.7,RENT,1,0
APP0000329,37,104048,6,26882,home_improvement,0.235,12,4,1.0,OWN,2,0
APP0000330,50,121641,6,18703,major_purchase,0.126,8,3,39.9,MORTGAGE,0,0
APP0000331,27,22006,0,6177,other,0.377,8,6,12.3,RENT,3,1
APP0000332,25,35749,0,6299,other,0.109,0,2,15.3,RENT,0,0
