application_id,age,income,employment_length,loan_amount,loan_purpose,debt_to_income,credit_history_length,num_credit_lines,utilization_rate,home_ownership,num_delinquencies,default
APP0000086,30,39116,10,12079,debt_consolidation,0.24,3,5,41.1,MORTGAGE,0,0
APP0000087,29,53296,5,33459,car,0.278,2,2,38.0,MORTGAGE,0,0
APP0000088,37,106271,0,52032,car,0.295,16,12,16.1,MORTGAGE,1,0
APP0000089,48,38574,2,16401,major_purchase,0.144,13,3,29.3,RENT,1,0
APP0000090,25,44943,0,10275,wedding,0.121,5,6,24.1,MORTGAGE,0,1
APP0000091,43,45390,9,10457,vacation,0.083,18,10,48.6,OWN,0,0
APP0000092,49,30462,11,9652,major_purchase,0.317,28,11,37.8,MORTGAGE,0,0
APP0000093,32,38756,11,28049,wedding,0.42,5,10,8.6,MORTGAGE,1,1
APP0000094,45,159284,25,49559,major_purchase,0.141,8,12,44.2,MORTGAGE,0,0
APP0000095,21,69799,2,29505,other,0.162,0,1,32.8,RENT,1,1
APP0000096,49,69027,10,22244,wedding,0.167,24,7,41.6,MORTGAGE,1,0
APP0000097,46,46659,17,5321,vacation,0.176,27,13,30.9,MORTGAGE,0,0
APP0000098,37,35599,17,6077,car,0.208,5,4,23.1,RENT,0,0
APP0000099,39,20000,8,2800,major_purchase,0.174,16,5,16.3,RENT,0,0
APP0000100,33,71323,14,9916,vacation,0.269,11,8,12.4,RENT,0,0
APP0000101,52,46357,28,19897,medical,0.191,18,8,47.1,RENT,0,0
APP0000102,21,53606,2,33097,other,0.29,0,5,25.4,MORTGAGE,2,1
APP0000103,37,39191,5,10471,home_improvement,0.231,4,1,39.2,RENT,2,1
APP0000104,36,32863,16,23755,medical,0.3,12,5,16.7,OWN,1,0
APP0000105,32,144632,7,38800,vacation,0.235,3,7,12.0,MORTGAGE,1,0
APP0000106,27,31582,8,8255,wedding,0.089,0,1,26.2,RENT,1,1
APP0000107,35,41247,13,14595,wedding,0.231,11,2,24.1,MORTGAGE,0,0
APP0000108,48,67049,7,29609,major_purchase,0.276,16,8,5.4,RENT,1,0
APP0000109,41,46401,17,16020,home_improvement,0.328,19,8,15.9,MORTGAGE,0,0
APP0000110,39,36712,3,17586,car,0.207,10,5,25.3,RENT,1,0
APP0000111,21,45157,0,14137,car,0.1,1,3,11.1,RENT,1,0
APP0000112,45,27473,10,5762,vacation,0.07,19,8,30.4,RENT,0,0
APP0000113,33,52214,13,22555,car,0.186,11,7,1.1,RENT,0,0
APP0000114,34,96457,3,121356,medical,0.307,13,7,12.3,RENT,0,0
APP0000115,26,24243,7,9300,debt_consolidation,0.251,5,2,10.7,RENT,0,1
APP0000116,42,67831,2,17970,medical,0.225,0,3,14.2,OWN,1,0
APP0000117,43,42302,24,14557,other,0.367,22,10,51.8,MORTGAGE,0,0
APP0000118,33,61517,9,41809,wedding,0.157,3,4,32.7,MORTGAGE,2,0
APP0000119,43,42985,2,27632,wedding,0.216,10,8,27.8,MORTGAGE,0,1
APP0000120,40,36332,10,4011,vacation,0.078,4,4,3.8,RENT,0,0
APP0000121,36,29811,2,14538,debt_consolidation,0.205,10,7,17.5,RENT,3,1
APP0000122,62,45196,34,9488,major_purchase,0.102,43,15,10.2,MORTGAGE,0,0
APP0000123,50,71133,6,27853,other,0.128,16,8,46.5,RENT,0,0
APP0000124,44,30474,3,5057,car,0.172,4,3,22.9,MORTGAGE,0,0
APP0000125,37,65326,12,23520,debt_consolidation,0.174,4,4,15.6,OWN,0,0
APP0000126,21,57475,2,12599,debt_consolidation,0.066,1,1,39.3,RENT,1,0
APP0000127,28,20000,2,2216,wedding,0.224,9,5,41.2,MORTGAGE,0,1
APP0000128,41,58845,17,10518,medical,0.162,0,3,58.3,RENT,0,0
APP0000129,44,63711,1,15331,wedding,0.293,9,8,3.6,MORTGAGE,0,0
APP0000130,56,74728,29,15743,home_improvement,0.05,1,3,17.5,OWN,0,0
APP0000131,46,64919,16,12683,wedding,0.23,1,3,13.9,RENT,2,1
APP0000132,43,103752,4,20544,wedding,0.106,15,7,10.7,MORTGAGE,0,0
APP0000133,51,40856,29,7632,vacation,0.146,20,5,21.9,RENT,0,1
APP0000134,25,35775,2,8308,other,0.162,2,3,35.0,MORTGAGE,0,0
APP0000135,40,119508,2,26743,wedding,0.202,21,7,10.2,RENT,0,0
APP0000136,48,111079,23,36205,major_purchase,0.292,28,20,23.4,MORTGAGE,2,0
APP0000137,38,57759,14,9376,wedding,0.219,13,11,13.0,OWN,0,0
APP0000138,35,83257,0,11034,other,0.308,11,5,21.2,OWN,1,0
APP0000139,37,63787,1,18163,medical,0.165,12,5,17.4,OWN,2,0
APP0000140,46,55005,10,17660,home_improvement,0.19,9,8,15.6,OWN,0,0
APP0000141,24,87796,3,15991,major_purchase,0.107,0,1,15.0,RENT,0,0
APP0000142,36,74170,5,11854,debt_consolidation,0.146,6,1,43.2,RENT,0,0
APP0000143,30,43019,1,13478,home_improvement,0.16,1,3,2.4,OWN,0,0
APP0000144,30,34459,2,12310,home_improvement,0.101,5,6,31.5,RENT,0,0
APP0000145,26,113377,4,10932,debt_consolidation,0.099,7,1,61.1,RENT,0,0
APP0000146,40,20167,19,3644,home_improvement,0.215,8,10,46.3,MORTGAGE,1,0
APP0000147,38,108401,5,28251,other,0.126,19,11,25.4,MORTGAGE,0,0
APP0000148,24,82693,0,13720,major_purchase,0.327,0,7,56.3,MORTGAGE,3,1
APP0000149,44,140530,19,36908,vacation,0.197,25,6,40.8,RENT,0,0
APP0000150,44,47011,10,17343,other,0.141,14,6,37.7,MORTGAGE,0,1
APP0000151,45,33388,7,18391,medical,0.37,19,8,46.0,RENT,2,0
APP0000152,36,35917,4,4595,medical,0.126,3,1,40.5,RENT,0,0
APP0000153,40,81513,12,23695,medical,0.119,13,9,10.6,MORTGAGE,0,0
APP0000154,42,85311,0,9343,car,0.103,5,5,22.8,MORTGAGE,1,0
APP0000155,21,29584,1,9952,car,0.293,2,1,17.1,MORTGAGE,1,0
APP0000156,23,56182,4,12195,vacation,0.152,2,3,56.8,RENT,1,1
APP0000157,36,81157,5,18974,home_improvement,0.082,11,5,21.7,RENT,0,0
APP0000158,49,56949,4,14295,car,0.155,5,7,51.2,MORTGAGE,0,0
APP0000159,53,114137,14,16355,major_purchase,0.304,11,6,27.7,MORTGAGE,0,0
APP0000160,36,33378,0,16629,debt_consolidation,0.165,1,5,57.5,RENT,3,0
APP0000161,28,44284,2,9414,other,0.225,0,3,47.2,MORTGAGE,0,0
APP0000162,42,67342,7,19573,car,0.275,15,9,50.0,RENT,0,0
APP0000163,46,94846,5,22949,medical,0.262,27,11,4.4,MORTGAGE,0,0
APP0000164,47,62626,16,3192,major_purchase,0.234,16,8,14.2,RENT,2,1
APP0000165,40,27235,1,9714,other,0.342,11,2,25.2,RENT,0,0
APP0000166,32,99837,1,24328,wedding,0.298,13,7,41.6,MORTGAGE,0,0
APP0000167,30,29119,4,8160,car,0.141,0,2,31.5,RENT,0,0
APP0000168,66,97929,14,27930,medical,0.204,19,8,19.4,OWN,0,0
APP0000169,23,51250,0,12296,debt_consolidation,0.168,0,3,51.1,RENT,3,0
APP0000170,35,26478,16,10418,other,0.276,0,3,8.2,RENT,0,1
APP0000171,27,120445,3,25955,medical,0.178,3,5,7.9,RENT,0,0
APP0000172,22,70007,0,26146,medical,0.107,3,3,6.9,RENT,0,0
APP0000173,41,53333,4,24320,medical,0.183,20,7,19.2,RENT,1,0
APP0000174,22,56472,2,12368,other,0.165,3,6,39.0,MORTGAGE,0,0
APP0000175,51,94429,5,13136,home_improvement,0.212,11,5,46.2,MORTGAGE,0,0
APP0000176,54,45723,3,12271,medical,0.092,6,4,11.3,MORTGAGE,0,0
APP0000177,47,51127,12,5571,medical,0.168,10,9,12.4,MORTGAGE,0,0
APP0000178,54,48462,11,18423,debt_consolidation,0.168,31,7,41.3,RENT,0,0
APP0000179,33,58341,14,21874,other,0.172,6,7,50.4,OWN,0,0
APP0000180,23,44597,2,14570,medical,0.086,3,6,51.1,RENT,2,1
APP0000181,28,48851,2,21767,other,0.144,2,1,16.5,RENT,1,0
APP0000182,39,74992,0,40558,major_purchase,0.141,3,3,58.7,MORTGAGE,2,0
APP0000183,21,44277,2,11751,wedding,0.132,1,1,3.3,RENT,0,0
APP0000184,28,25850,0,5627,car,0.353,3,4,26.3,RENT,4,0
APP0000185,29,53711,6,15725,wedding,0.116,10,11,28.4,MORTGAGE,0,0
APP0000186,21,84514,2,21032,wedding,0.136,2,8,77.0,RENT,1,0
APP0000187,37,45360,2,13021,wedding,0.202,1,4,15.8,OWN,0,0
APP0000188,34,26625,5,7977,car,0.133,5,2,31.9,RENT,3,1
APP0000189,27,40538,7,28348,home_improvement,0.254,5,4,32.4,OWN,0,0
APP0000190,38,75660,17,27703,car,0.368,7,1,29.2,MORTGAGE,2,0
APP0000191,24,113220,3,53807,debt_consolidation,0.204,4,3,14.4,RENT,0,1
APP0000192,36,62805,11,8114,wedding,0.195,4,3,40.5,MORTGAGE,0,0
APP0000193,35,31939,5,21292,vacation,0.355,6,5,45.0,RENT,1,1
APP0000194,37,96225,4,34203,debt_consolidation,0.177,2,3,13.8,RENT,2,0
APP0000195,42,20000,1,3904,home_improvement,0.073,4,2,68.5,MORTGAGE,0,0
APP0000196,47,62762,13,20641,major_purchase,0.389,22,7,26.3,RENT,0,0
APP0000197,51,128368,7,29359,major_purchase,0.155,18,8,19.6,MORTGAGE,0,0
APP0000198,38,45500,5,5282,wedding,0.077,10,7,13.0,MORTGAGE,0,0
APP0000199,56,46588,7,29300,medical,0.287,0,2,62.4,OWN,0,0
APP0000200,49,108087,24,26079,medical,0.171,3,2,53.5,OWN,0,0
APP0000201,31,93748,7,26524,major_purchase,0.107,6,5,25.9,RENT,0,0
APP0000202,32,20000,7,9616,home_improvement,0.195,11,5,10.6,RENT,0,0
APP0000203,49,56836,12,9973,other,0.206,27,11,33.4,MORTGAGE,0,0
APP0000204,39,20177,5,6776,other,0.126,6,3,36.8,RENT,0,1
APP0000205,25,136809,5,54574,wedding,0.253,0,4,8.3,RENT,2,1
APP0000206,46,30611,0,11576,medical,0.442,0,4,10.9,RENT,0,1
APP0000207,51,141329,17,52817,wedding,0.21,10,3,12.9,MORTGAGE,0,0
APP0000208,40,78239,7,31521,vacation,0.215,16,11,55.4,OWN,0,0
APP0000209,52,59353,17,13669,medical,0.215,17,6,36.1,OWN,0,0
APP0000210,32,72954,8,13699,vacation,0.209,12,3,34.3,RENT,0,0
APP0000211,40,38209,7,11609,debt_consolidation,0.097,10,5,32.7,RENT,0,1
APP0000212,32,85251,2,30462,major_purchase,0.396,8,7,25.2,RENT,0,1
APP0000213,29,39442,6,19389,wedding,0.169,9,4,22.3,MORTGAGE,2,0
APP0000214,23,55399,2,19088,vacation,0.223,4,2,8.4,MORTGAGE,2,0
APP0000215,65,41032,1,6863,major_purchase,0.25,28,9,35.3,RENT,0,0
APP0000216,29,29732,4,16160,major_purchase,0.167,6,7,22.5,OWN,1,1
APP0000217,26,45033,7,10613,wedding,0.14,2,7,52.1,RENT,3,0
APP0000218,24,83665,3,23490,major_purchase,0.175,1,1,23.4,RENT,0,1
APP0000219,35,52736,6,12733,car,0.313,10,6,39.0,MORTGAGE,0,1
APP0000220,21,61756,0,31767,vacation,0.137,0,2,39.6,RENT,1,0
APP0000221,53,68539,33,26803,wedding,0.144,6,2,15.6,RENT,0,0
APP0000222,44,53413,7,22300,major_purchase,0.146,11,5,32.8,MORTGAGE,0,0
APP0000223,44,41839,23,20332,vacation,0.111,22,9,21.5,RENT,0,0
APP0000224,33,20000,14,4243,debt_consolidation,0.383,4,3,6.2,MORTGAGE,2,1
APP0000225,21,20000,1,5170,wedding,0.224,2,2,25.9,OWN,0,0
APP0000226,35,55381,10,10342,other,0.259,6,3,12.3,RENT,0,0
APP0000227,49,54543,12,11893,major_purchase,0.125,12,5,44.5,MORTGAGE,0,0
APP0000228,26,34664,0,5143,major_purchase,0.237,0,1,5.6,MORTGAGE,0,0
APP0000229,23,39348,2,20128,home_improvement,0.157,0,4,19.2,RENT,0,0
APP0000230,41,56067,9,8324,other,0.083,16,5,11.6,RENT,0,0
APP0000231,40,111117,5,33479,car,0.165,1,2,18.7,MORTGAGE,0,0
APP0000232,38,97501,1,12276,other,0.229,17,13,46.3,MORTGAGE,0,0
APP0000233,49,72764,11,29473,medical,0.271,7,9,39.1,RENT,0,0
APP0000234,29,43960,6,11457,vacation,0.108,6,5,24.0,MORTGAGE,0,0
APP0000235,21,71742,0,44170,vacation,0.235,1,3,35.0,MORTGAGE,2,1
APP0000236,21,57578,2,27222,vacation,0.373,1,5,31.8,RENT,2,1
APP0000237,44,159404,24,14158,car,0.105,20,9,31.6,MORTGAGE,1,0
APP0000238,28,86150,2,21302,medical,0.138,8,5,22.7,RENT,0,0
APP0000239,33,93009,5,14131,vacation,0.155,5,3,32.3,MORTGAGE,1,0
APP0000240,50,40042,23,9290,vacation,0.074,2,4,4.9,MORTGAGE,0,0
APP0000241,52,73080,6,21745,vacation,0.147,14,7,10.5,RENT,0,0
APP0000242,57,40491,6,24354,wedding,0.34,3,3,9.3,OWN,1,0
APP0000243,44,142222,20,66890,other,0.27,2,4,39.6,MORTGAGE,0,0
APP0000244,49,113315,2,47872,vacation,0.201,9,8,4.8,OWN,0,0
APP0000245,26,47784,3,4815,medical,0.106,4,5,6.7,RENT,0,1
APP0000246,33,40931,5,6261,medical,0.179,2,2,38.5,OWN,0,0
APP0000247,34,54900,3,24149,debt_consolidation,0.198,1,7,47.4,MORTGAGE,2,1
APP0000248,23,80980,0,11535,medical,0.242,2,5,30.7,RENT,0,0
APP0000249,54,93541,6,48659,car,0.325,11,5,24.8,RENT,0,0
APP0000250,50,40801,9,8563,debt_consolidation,0.274,9,4,17.1,OWN,2,0
APP0000251,33,65401,1,22498,vacation,0.165,1,2,26.9,MORTGAGE,1,0
APP0000252,44,41041,10,13477,home_improvement,0.099,8,4,27.9,OWN,0,0
APP0000253,36,75136,8,26329,other,0.151,7,3,31.2,MORTGAGE,0,0
APP0000254,37,36357,6,10954,major_purchase,0.217,2,4,10.5,RENT,1,0
APP0000255,57,62098,32,27806,major_purchase,0.382,20,6,24.5,MORTGAGE,2,0
APP0000256,27,30328,6,8026,medical,0.143,8,5,40.7,RENT,0,1
APP0000257,37,49189,5,10594,debt_consolidation,0.377,0,5,24.9,MORTGAGE,0,1
APP0000258,21,63763,1,17019,car,0.309,2,2,25.0,MORTGAGE,0,0
APP0000259,34,41044,0,18760,debt_consolidation,0.222,11,7,36.6,MORTGAGE,0,0
APP0000260,52,35473,20,7210,debt_consolidation,0.326,22,6,23.1,OWN,0,0
APP0000261,46,34372,3,12313,other,0.375,7,2,50.5,RENT,3,0
APP0000262,21,74642,0,21040,debt_consolidation,0.113,2,7,15.4,RENT,0,1
APP0000263,32,40565,7,13576,car,0.12,2,3,32.1,MORTGAGE,0,0
APP0000264,64,36339,30,4310,medical,0.176,35,19,23.1,MORTGAGE,0,0
APP0000265,54,69689,33,11086,vacation,0.149,33,13,10.3,OWN,1,0
APP0000266,54,50912,1,13654,major_purchase,0.277,35,16,31.3,OWN,0,0
APP0000267,21,65041,0,18624,vacation,0.284,0,4,9.8,MORTGAGE,1,1
APP0000268,21,58826,2,7079,debt_consolidation,0.095,1,6,58.1,MORTGAGE,1,1
APP0000269,55,27139,7,29375,vacation,0.297,1,5,30.4,MORTGAGE,3,1
APP0000270,52,122427,22,16713,wedding,0.143,25,8,11.5,OWN,0,0
APP0000271,29,45872,2,9330,car,0.158,9,3,17.4,MORTGAGE,2,1
APP0000272,49,82612,24,33170,vacation,0.185,5,7,23.9,MORTGAGE,0,0
APP0000273,35,38222,4,12432,medical,0.11,11,5,43.5,RENT,1,0
APP0000274,46,68399,15,26844,medical,0.205,8,3,38.7,MORTGAGE,0,0
APP0000275,35,50194,12,5191,wedding,0.121,5,5,28.0,MORTGAGE,0,0
APP0000276,37,33995,9,4365,medical,0.217,11,4,40.5,MORTGAGE,0,0
APP0000277,36,20000,8,5592,major_purchase,0.402,13,7,20.0,RENT,2,0
APP0000278,52,54092,3,15870,other,0.106,13,4,28.7,MORTGAGE,0,0
APP0000279,27,78829,2,44230,other,0.239,8,4,44.6,RENT,0,0
APP0000280,43,48629,12,8875,home_improvement,0.131,24,12,23.9,MORTGAGE,0,0
APP0000281,29,21723,4,7527,other,0.304,5,2,8.4,OWN,0,0
APP0000282,47,57108,26,9302,major_purchase,0.209,3,3,9.4,OWN,0,0
APP0000283,34,80050,4,42329,vacation,0.21,9,8,36.4,MORTGAGE,0,0
APP0000284,21,39379,1,12490,wedding,0.235,2,3,28.5,MORTGAGE,0,0
APP0000285,21,25531,1,14486,major_purchase,0.166,1,2,7.0,RENT,2,1
APP0000286,41,45959,7,15774,wedding,0.212,15,11,28.9,RENT,0,1
APP0000287,30,26396,5,4645,medical,0.137,2,2,27.3,RENT,2,1
APP0000288,32,125856,1,70763,debt_consolidation,0.184,13,9,39.1,RENT,1,0
APP0000289,33,34130,10,8446,vacation,0.267,0,2,22.0,RENT,0,0
APP0000290,42,84871,5,11534,vacation,0.172,1,7,51.7,MORTGAGE,0,0
APP0000291,25,61796,1,16174,other,0.121,1,2,17.1,RENT,0,0
APP0000292,37,85368,0,18296,other,0.082,2,7,8.7,OWN,0,0
APP0000293,55,113881,34,41222,vacation,0.126,2,2,15.3,MORTGAGE,0,0
APP0000294,30,61734,3,17381,car,0.212,11,4,24.7,OWN,0,0
APP0000295,39,77305,8,13848,home_improvement,0.101,13,11,26.5,OWN,1,1
APP0000296,30,35106,0,11315,medical,0.155,6,5,39.0,MORTGAGE,0,1
APP0000297,35,110848,3,55658,other,0.343,16,9,4.3,MORTGAGE,1,0
APP0000298,39,85284,18,9845,vacation,0.137,4,8,18.7,MORTGAGE,0,0
APP0000299,44,90503,13,45445,home_improvement,0.257,17,7,32.3,RENT,0,0
APP0000300,52,99861,8,26997,car,0.132,20,8,22.5,MORTGAGE,1,0
APP0000301,29,100345,10,26678,vacation,0.097,7,1,40.4,RENT,0,0
APP0000302,54,39553,17,4922,car,0.162,28,7,24.9,MORTGAGE,0,0
APP0000303,30,128218,4,41476,medical,0.234,0,2,36.8,MORTGAGE,0,1
APP0000304,46,56546,21,15863,car,0.272,26,6,1.9,MORTGAGE,0,0
APP0000305,40,122093,16,37398,car,0.164,0,5,15.2,MORTGAGE,0,0
APP0000306,50,100267,25,28707,debt_consolidation,0.251,2,4,17.9,MORTGAGE,0,0
APP0000307,35,51610,8,11967,vacation,0.129,5,6,21.8,RENT,0,0
APP0000308,42,44561,4,8561,medical,0.184,5,4,46.3,RENT,0,1
APP0000309,21,40865,1,5473,car,0.142,2,5,14.4,RENT,0,1
APP0000310,25,47170,0,9889,other,0.15,3,5,23.8,RENT,2,1
APP0000311,40,50200,3,8766,debt_consolidation,0.146,13,5,43.5,MORTGAGE,0,0
APP0000312,38,45709,12,9556,vacation,0.147,6,5,23.2,MORTGAGE,0,0
APP0000313,47,107495,26,32596,other,0.084,15,3,45.5,RENT,0,0
APP0000314,37,65745,0,18708,debt_consolidation,0.32,12,5,39.9,OWN,0,0
APP0000315,42,52219,13,23616,vacation,0.303,1,2,46.2,RENT,1,0
APP0000316,36,46088,2,13511,debt_consolidation,0.326,6,6,15.5,OWN,0,0
APP0000317,43,20000,12,9020,debt_consolidation,0.254,16,9,38.8,MORTGAGE,0,0
APP0000318,29,39489,8,10610,debt_consolidation,0.167,5,9,9.0,RENT,0,0
APP0000319,21,83941,0,21368,medical,0.219,1,6,20.6,RENT,1,0
APP0000320,41,98616,16,42661,medical,0.106,11,7,22.7,RENT,0,0
APP0000321,21,94187,1,13865,vacation,0.217,0,5,21.6,OWN,1,0
APP0000322,36,121847,10,42158,car,0.308,13,5,15.7,MORTGAGE,0,0
APP0000323,47,59394,27,9038,other,0.274,28,16,11.9,MORTGAGE,1,1
APP0000324,23,68159,1,19842,other,0.144,1,2,60.6,MORTGAGE,3,1
APP0000325,44,187516,21,72254,home_improvement,0.214,21,11,6.4,MORTGAGE,0,0
APP0000326,34,27906,7,4523,car,0.266,4,2,49.1,RENT,1,0
APP0000327,38,91639,12,25116,medical,0.164,6,2,26.1,RENT,0,0
APP0000328,28,35422,5,14355,major_purchase,0.147,0,3,37.2,RENT,0,1
APP0000329,31,50932,5,10178,major_purchase,0.297,5,4,57.1,MORTGAGE,0,0
APP0000330,21,41636,2,9229,vacation,0.117,2,2,7.8,RENT,2,1
APP0000331,47,53796,25,15097,other,0.13,19,9,17.9,RENT,0,0
